Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Frame Duration	Reason
1218	Waveform 1	1	11504.711883545	11504.781524658	67.0	226.0	1.0000	1	Too short
1218	Spectrogram 1	1	11504.711883545	11504.781524658	67.0	226.0	1.0000	1	Too short
1219	Waveform 1	1	11510.979583740	11511.049224854	67.0	226.0	1.0000	1	Too short
1219	Spectrogram 1	1	11510.979583740	11511.049224854	67.0	226.0	1.0000	1	Too short
1220	Waveform 1	1	11515.506256104	11515.575897217	67.0	226.0	1.0000	1	Too short
1220	Spectrogram 1	1	11515.506256104	11515.575897217	67.0	226.0	1.0000	1	Too short
1221	Waveform 1	1	11522.052520752	11522.957855225	67.0	226.0	0.3846	13	Detection
1221	Spectrogram 1	1	11522.052520752	11522.957855225	67.0	226.0	0.3846	13	Detection
1222	Waveform 1	1	11526.927398682	11526.997039795	67.0	226.0	1.0000	1	Too short
1222	Spectrogram 1	1	11526.927398682	11526.997039795	67.0	226.0	1.0000	1	Too short
1223	Waveform 1	1	11540.855621338	11541.203826904	67.0	226.0	0.4000	5	Too short
1223	Spectrogram 1	1	11540.855621338	11541.203826904	67.0	226.0	0.4000	5	Too short
1224	Waveform 1	1	11548.446502686	11548.516143799	67.0	226.0	1.0000	1	Too short
1224	Spectrogram 1	1	11548.446502686	11548.516143799	67.0	226.0	1.0000	1	Too short
1225	Waveform 1	1	11553.391021729	11556.455230713	67.0	226.0	0.1591	44	Too long
1225	Spectrogram 1	1	11553.391021729	11556.455230713	67.0	226.0	0.1591	44	Too long
1226	Waveform 1	1	11571.428070068	11573.517303467	67.0	226.0	0.1000	30	Too long
1226	Spectrogram 1	1	11571.428070068	11573.517303467	67.0	226.0	0.1000	30	Too long
1227	Waveform 1	1	11584.799163818	11584.868804932	67.0	226.0	1.0000	1	Too short
1227	Spectrogram 1	1	11584.799163818	11584.868804932	67.0	226.0	1.0000	1	Too short
1228	Waveform 1	1	11605.552215576	11607.502166748	67.0	226.0	0.1071	28	Too long
1228	Spectrogram 1	1	11605.552215576	11607.502166748	67.0	226.0	0.1071	28	Too long
1229	Waveform 1	1	11610.566375732	11610.636016846	67.0	226.0	1.0000	1	Too short
1229	Spectrogram 1	1	11610.566375732	11610.636016846	67.0	226.0	1.0000	1	Too short
1230	Waveform 1	1	11617.878692627	11620.246490479	67.0	226.0	0.0588	34	Too long
1230	Spectrogram 1	1	11617.878692627	11620.246490479	67.0	226.0	0.0588	34	Too long
1231	Waveform 1	1	11628.255218506	11628.324859619	67.0	226.0	1.0000	1	Too short
1231	Spectrogram 1	1	11628.255218506	11628.324859619	67.0	226.0	1.0000	1	Too short
1232	Waveform 1	1	11632.921173096	11632.990814209	67.0	226.0	1.0000	1	Too short
1232	Spectrogram 1	1	11632.921173096	11632.990814209	67.0	226.0	1.0000	1	Too short
1233	Waveform 1	1	11638.771026611	11639.397796631	67.0	226.0	0.6667	9	Detection
1233	Spectrogram 1	1	11638.771026611	11639.397796631	67.0	226.0	0.6667	9	Detection
1234	Waveform 1	1	11649.426116943	11652.490325928	67.0	226.0	0.0682	44	Too long
1234	Spectrogram 1	1	11649.426116943	11652.490325928	67.0	226.0	0.0682	44	Too long
1235	Waveform 1	1	11657.852691650	11659.175872803	67.0	226.0	0.1579	19	Detection
1235	Spectrogram 1	1	11657.852691650	11659.175872803	67.0	226.0	0.1579	19	Detection
1236	Waveform 1	1	11662.588287354	11662.936492920	67.0	226.0	0.8000	5	Too short
1236	Spectrogram 1	1	11662.588287354	11662.936492920	67.0	226.0	0.8000	5	Too short
1237	Waveform 1	1	11669.064910889	11674.079071045	67.0	226.0	0.0972	72	Too long
1237	Spectrogram 1	1	11669.064910889	11674.079071045	67.0	226.0	0.0972	72	Too long
1238	Waveform 1	1	11682.366363525	11682.436004639	67.0	226.0	1.0000	1	Too short
1238	Spectrogram 1	1	11682.366363525	11682.436004639	67.0	226.0	1.0000	1	Too short
1239	Waveform 1	1	11696.294586182	11696.642791748	67.0	226.0	0.8000	5	Too short
1239	Spectrogram 1	1	11696.294586182	11696.642791748	67.0	226.0	0.8000	5	Too short
1240	Waveform 1	1	11711.128143311	11711.197784424	67.0	226.0	1.0000	1	Too short
1240	Spectrogram 1	1	11711.128143311	11711.197784424	67.0	226.0	1.0000	1	Too short
1241	Waveform 1	1	11720.668975830	11722.967132568	67.0	226.0	0.0606	33	Too long
1241	Spectrogram 1	1	11720.668975830	11722.967132568	67.0	226.0	0.0606	33	Too long
1242	Waveform 1	1	11733.204376221	11733.274017334	67.0	226.0	1.0000	1	Too short
1242	Spectrogram 1	1	11733.204376221	11733.274017334	67.0	226.0	1.0000	1	Too short
1243	Waveform 1	1	11743.441619873	11743.511260986	67.0	226.0	1.0000	1	Too short
1243	Spectrogram 1	1	11743.441619873	11743.511260986	67.0	226.0	1.0000	1	Too short
1244	Waveform 1	1	11751.659271240	11754.932403564	67.0	226.0	0.0638	47	Too long
1244	Spectrogram 1	1	11751.659271240	11754.932403564	67.0	226.0	0.0638	47	Too long
1245	Waveform 1	1	11761.409027100	11766.283905029	67.0	226.0	0.1143	70	Too long
1245	Spectrogram 1	1	11761.409027100	11766.283905029	67.0	226.0	0.1143	70	Too long
1246	Waveform 1	1	11770.601654053	11770.740936279	67.0	226.0	1.0000	2	Too short
1246	Spectrogram 1	1	11770.601654053	11770.740936279	67.0	226.0	1.0000	2	Too short
1247	Waveform 1	1	11785.365570068	11785.435211182	67.0	226.0	1.0000	1	Too short
1247	Spectrogram 1	1	11785.365570068	11785.435211182	67.0	226.0	1.0000	1	Too short
1248	Waveform 1	1	11804.725799561	11804.795440674	67.0	226.0	1.0000	1	Too short
1248	Spectrogram 1	1	11804.725799561	11804.795440674	67.0	226.0	1.0000	1	Too short
1249	Waveform 1	1	11811.202423096	11811.272064209	67.0	226.0	1.0000	1	Too short
1249	Spectrogram 1	1	11811.202423096	11811.272064209	67.0	226.0	1.0000	1	Too short
1250	Waveform 1	1	11815.102325439	11815.380889893	67.0	226.0	0.5000	4	Too short
1250	Spectrogram 1	1	11815.102325439	11815.380889893	67.0	226.0	0.5000	4	Too short
1251	Waveform 1	1	11818.793304443	11818.862945557	67.0	226.0	1.0000	1	Too short
1251	Spectrogram 1	1	11818.793304443	11818.862945557	67.0	226.0	1.0000	1	Too short
1252	Waveform 1	1	11828.055572510	11830.075164795	67.0	226.0	0.1034	29	Too long
1252	Spectrogram 1	1	11828.055572510	11830.075164795	67.0	226.0	0.1034	29	Too long
1253	Waveform 1	1	11842.053436279	11843.028411865	67.0	226.0	0.1429	14	Too sparse
1253	Spectrogram 1	1	11842.053436279	11843.028411865	67.0	226.0	0.1429	14	Too sparse
1254	Waveform 1	1	11856.190582275	11859.951202393	67.0	226.0	0.0556	54	Too long
1254	Spectrogram 1	1	11856.190582275	11859.951202393	67.0	226.0	0.0556	54	Too long
1255	Waveform 1	1	11868.168853760	11869.561676025	67.0	226.0	0.1000	20	Too sparse
1255	Spectrogram 1	1	11868.168853760	11869.561676025	67.0	226.0	0.1000	20	Too sparse
1256	Waveform 1	1	11880.495330811	11881.052459717	67.0	226.0	0.2500	8	Detection
1256	Spectrogram 1	1	11880.495330811	11881.052459717	67.0	226.0	0.2500	8	Detection
1257	Waveform 1	1	11890.384368896	11890.454010010	67.0	226.0	1.0000	1	Too short
1257	Spectrogram 1	1	11890.384368896	11890.454010010	67.0	226.0	1.0000	1	Too short
1258	Waveform 1	1	11900.551971436	11900.969818115	67.0	226.0	1.0000	6	Too short
1258	Spectrogram 1	1	11900.551971436	11900.969818115	67.0	226.0	1.0000	6	Too short
1259	Waveform 1	1	11907.725006104	11907.794647217	67.0	226.0	1.0000	1	Too short
1259	Spectrogram 1	1	11907.725006104	11907.794647217	67.0	226.0	1.0000	1	Too short
1260	Waveform 1	1	11913.853424072	11913.923065186	67.0	226.0	1.0000	1	Too short
1260	Spectrogram 1	1	11913.853424072	11913.923065186	67.0	226.0	1.0000	1	Too short
1261	Waveform 1	1	11920.190765381	11926.876312256	67.0	226.0	0.0833	96	Too long
1261	Spectrogram 1	1	11920.190765381	11926.876312256	67.0	226.0	0.0833	96	Too long
1262	Waveform 1	1	11937.601043701	11942.754486084	67.0	226.0	0.0541	74	Too long
1262	Spectrogram 1	1	11937.601043701	11942.754486084	67.0	226.0	0.0541	74	Too long
1263	Waveform 1	1	11949.022186279	11949.091827393	67.0	226.0	1.0000	1	Too short
1263	Spectrogram 1	1	11949.022186279	11949.091827393	67.0	226.0	1.0000	1	Too short
1264	Waveform 1	1	11953.339935303	11953.548858643	67.0	226.0	1.0000	3	Too short
1264	Spectrogram 1	1	11953.339935303	11953.548858643	67.0	226.0	1.0000	3	Too short
1265	Waveform 1	1	11961.139739990	11962.253997803	67.0	226.0	0.3750	16	Detection
1265	Spectrogram 1	1	11961.139739990	11962.253997803	67.0	226.0	0.3750	16	Detection
1266	Waveform 1	1	11971.725189209	11971.794830322	67.0	226.0	1.0000	1	Too short
1266	Spectrogram 1	1	11971.725189209	11971.794830322	67.0	226.0	1.0000	1	Too short
1267	Waveform 1	1	11986.489105225	11990.946136475	67.0	226.0	0.1562	64	Too long
1267	Spectrogram 1	1	11986.489105225	11990.946136475	67.0	226.0	0.1562	64	Too long
1268	Waveform 1	1	11996.517425537	11997.353118896	67.0	226.0	0.2500	12	Detection
1268	Spectrogram 1	1	11996.517425537	11997.353118896	67.0	226.0	0.2500	12	Detection
1269	Waveform 1	1	12002.227996826	12002.645843506	67.0	226.0	0.5000	6	Too short
1269	Spectrogram 1	1	12002.227996826	12002.645843506	67.0	226.0	0.5000	6	Too short
1270	Waveform 1	1	12013.509857178	12016.016937256	67.0	226.0	0.1111	36	Too long
1270	Spectrogram 1	1	12013.509857178	12016.016937256	67.0	226.0	0.1111	36	Too long
1271	Waveform 1	1	12025.975616455	12026.393463135	67.0	226.0	0.6667	6	Too short
1271	Spectrogram 1	1	12025.975616455	12026.393463135	67.0	226.0	0.6667	6	Too short
1272	Waveform 1	1	12033.984344482	12034.889678955	67.0	226.0	0.2308	13	Detection
1272	Spectrogram 1	1	12033.984344482	12034.889678955	67.0	226.0	0.2308	13	Detection
1273	Waveform 1	1	12040.530609131	12040.600250244	67.0	226.0	1.0000	1	Too short
1273	Spectrogram 1	1	12040.530609131	12040.600250244	67.0	226.0	1.0000	1	Too short
1274	Waveform 1	1	12044.569793701	12055.433807373	67.0	226.0	0.0577	156	Too long
1274	Spectrogram 1	1	12044.569793701	12055.433807373	67.0	226.0	0.0577	156	Too long
1275	Waveform 1	1	12064.417510986	12065.949615479	67.0	226.0	0.1364	22	Too sparse
1275	Spectrogram 1	1	12064.417510986	12065.949615479	67.0	226.0	0.1364	22	Too sparse
1276	Waveform 1	1	12075.002960205	12075.072601318	67.0	226.0	1.0000	1	Too short
1276	Spectrogram 1	1	12075.002960205	12075.072601318	67.0	226.0	1.0000	1	Too short
1277	Waveform 1	1	12088.304412842	12088.443695068	67.0	226.0	1.0000	2	Too short
1277	Spectrogram 1	1	12088.304412842	12088.443695068	67.0	226.0	1.0000	2	Too short
1278	Waveform 1	1	12094.989959717	12099.307708740	67.0	226.0	0.1290	62	Too long
1278	Spectrogram 1	1	12094.989959717	12099.307708740	67.0	226.0	0.1290	62	Too long
1279	Waveform 1	1	12104.670074463	12104.739715576	67.0	226.0	1.0000	1	Too short
1279	Spectrogram 1	1	12104.670074463	12104.739715576	67.0	226.0	1.0000	1	Too short
1280	Waveform 1	1	12114.001983643	12118.667938232	67.0	226.0	0.1045	67	Too long
1280	Spectrogram 1	1	12114.001983643	12118.667938232	67.0	226.0	0.1045	67	Too long
1281	Waveform 1	1	12124.239227295	12124.378509521	67.0	226.0	1.0000	2	Too short
1281	Spectrogram 1	1	12124.239227295	12124.378509521	67.0	226.0	1.0000	2	Too short
1282	Waveform 1	1	12131.830108643	12132.039031982	67.0	226.0	1.0000	3	Too short
1282	Spectrogram 1	1	12131.830108643	12132.039031982	67.0	226.0	1.0000	3	Too short
1283	Waveform 1	1	12143.390533447	12147.220794678	67.0	226.0	0.0727	55	Too long
1283	Spectrogram 1	1	12143.390533447	12147.220794678	67.0	226.0	0.0727	55	Too long
1284	Waveform 1	1	12157.736602783	12157.806243896	67.0	226.0	1.0000	1	Too short
1284	Spectrogram 1	1	12157.736602783	12157.806243896	67.0	226.0	1.0000	1	Too short
1285	Waveform 1	1	12163.865020752	12166.163177490	67.0	226.0	0.1818	33	Too long
1285	Spectrogram 1	1	12163.865020752	12166.163177490	67.0	226.0	0.1818	33	Too long
1286	Waveform 1	1	12169.993438721	12170.063079834	67.0	226.0	1.0000	1	Too short
1286	Spectrogram 1	1	12169.993438721	12170.063079834	67.0	226.0	1.0000	1	Too short
1287	Waveform 1	1	12179.743194580	12180.787811279	67.0	226.0	0.1333	15	Too sparse
1287	Spectrogram 1	1	12179.743194580	12180.787811279	67.0	226.0	0.1333	15	Too sparse
1288	Waveform 1	1	12195.412445068	12195.482086182	67.0	226.0	1.0000	1	Too short
1288	Spectrogram 1	1	12195.412445068	12195.482086182	67.0	226.0	1.0000	1	Too short
1289	Waveform 1	1	12198.685577393	12201.401580811	67.0	226.0	0.1026	39	Too long
1289	Spectrogram 1	1	12198.685577393	12201.401580811	67.0	226.0	0.1026	39	Too long
1290	Waveform 1	1	12210.594207764	12210.942413330	67.0	226.0	1.0000	5	Too short
1290	Spectrogram 1	1	12210.594207764	12210.942413330	67.0	226.0	1.0000	5	Too short
1291	Waveform 1	1	12216.095855713	12216.374420166	67.0	226.0	1.0000	4	Too short
1291	Spectrogram 1	1	12216.095855713	12216.374420166	67.0	226.0	1.0000	4	Too short
1292	Waveform 1	1	12226.402740479	12226.472381592	67.0	226.0	1.0000	1	Too short
1292	Spectrogram 1	1	12226.402740479	12226.472381592	67.0	226.0	1.0000	1	Too short
1293	Waveform 1	1	12232.531158447	12233.088287354	67.0	226.0	0.5000	8	Detection
1293	Spectrogram 1	1	12232.531158447	12233.088287354	67.0	226.0	0.5000	8	Detection
1294	Waveform 1	1	12251.891387939	12254.746673584	67.0	226.0	0.1707	41	Too long
1294	Spectrogram 1	1	12251.891387939	12254.746673584	67.0	226.0	0.1707	41	Too long
1295	Waveform 1	1	12260.526885986	12261.014373779	67.0	226.0	0.7143	7	Detection
1295	Spectrogram 1	1	12260.526885986	12261.014373779	67.0	226.0	0.7143	7	Detection
1296	Waveform 1	1	12267.073150635	12267.142791748	67.0	226.0	1.0000	1	Too short
1296	Spectrogram 1	1	12267.073150635	12267.142791748	67.0	226.0	1.0000	1	Too short
1297	Waveform 1	1	12270.485565186	12272.992645264	67.0	226.0	0.0833	36	Too long
1297	Spectrogram 1	1	12270.485565186	12272.992645264	67.0	226.0	0.0833	36	Too long
1298	Waveform 1	1	12282.742401123	12289.985076904	67.0	226.0	0.0865	104	Too long
1298	Spectrogram 1	1	12282.742401123	12289.985076904	67.0	226.0	0.0865	104	Too long
1299	Waveform 1	1	12296.322418213	12296.531341553	67.0	226.0	1.0000	3	Too short
1299	Spectrogram 1	1	12296.322418213	12296.531341553	67.0	226.0	1.0000	3	Too short
1300	Waveform 1	1	12304.400787354	12306.838226318	67.0	226.0	0.1429	35	Too long
1300	Spectrogram 1	1	12304.400787354	12306.838226318	67.0	226.0	0.1429	35	Too long
1301	Waveform 1	1	12310.320281982	12313.802337646	67.0	226.0	0.0600	50	Too long
1301	Spectrogram 1	1	12310.320281982	12313.802337646	67.0	226.0	0.0600	50	Too long
1302	Waveform 1	1	12322.646759033	12322.994964600	67.0	226.0	0.6000	5	Too short
1302	Spectrogram 1	1	12322.646759033	12322.994964600	67.0	226.0	0.6000	5	Too short
1303	Waveform 1	1	12335.808929443	12337.410675049	67.0	226.0	0.1304	23	Too sparse
1303	Spectrogram 1	1	12335.808929443	12337.410675049	67.0	226.0	0.1304	23	Too sparse
1304	Waveform 1	1	12342.912322998	12347.299713135	67.0	226.0	0.1429	63	Too long
1304	Spectrogram 1	1	12342.912322998	12347.299713135	67.0	226.0	0.1429	63	Too long
1305	Waveform 1	1	12361.158294678	12362.829681396	67.0	226.0	0.1250	24	Too sparse
1305	Spectrogram 1	1	12361.158294678	12362.829681396	67.0	226.0	0.1250	24	Too sparse
1306	Waveform 1	1	12367.634918213	12370.559844971	67.0	226.0	0.0952	42	Too long
1306	Spectrogram 1	1	12367.634918213	12370.559844971	67.0	226.0	0.0952	42	Too long
1307	Waveform 1	1	12373.554412842	12379.682830811	67.0	226.0	0.0568	88	Too long
1307	Spectrogram 1	1	12373.554412842	12379.682830811	67.0	226.0	0.0568	88	Too long
1308	Waveform 1	1	12392.984283447	12393.193206787	67.0	226.0	0.6667	3	Too short
1308	Spectrogram 1	1	12392.984283447	12393.193206787	67.0	226.0	0.6667	3	Too short
1309	Waveform 1	1	12400.435882568	12400.505523682	67.0	226.0	1.0000	1	Too short
1309	Spectrogram 1	1	12400.435882568	12400.505523682	67.0	226.0	1.0000	1	Too short
1310	Waveform 1	1	12409.141021729	12409.210662842	67.0	226.0	1.0000	1	Too short
1310	Spectrogram 1	1	12409.141021729	12409.210662842	67.0	226.0	1.0000	1	Too short
1311	Waveform 1	1	12426.412017822	12426.899505615	67.0	226.0	1.0000	7	Detection
1311	Spectrogram 1	1	12426.412017822	12426.899505615	67.0	226.0	1.0000	7	Detection
1312	Waveform 1	1	12433.097564697	12433.167205811	67.0	226.0	1.0000	1	Too short
1312	Spectrogram 1	1	12433.097564697	12433.167205811	67.0	226.0	1.0000	1	Too short
1313	Waveform 1	1	12440.270599365	12440.409881592	67.0	226.0	1.0000	2	Too short
1313	Spectrogram 1	1	12440.270599365	12440.409881592	67.0	226.0	1.0000	2	Too short
1314	Waveform 1	1	12447.443634033	12447.513275146	67.0	226.0	1.0000	1	Too short
1314	Spectrogram 1	1	12447.443634033	12447.513275146	67.0	226.0	1.0000	1	Too short
1315	Waveform 1	1	12453.293487549	12454.268463135	67.0	226.0	0.5000	14	Detection
1315	Spectrogram 1	1	12453.293487549	12454.268463135	67.0	226.0	0.5000	14	Detection
1316	Waveform 1	1	12459.212982178	12463.530731201	67.0	226.0	0.1129	62	Too long
1316	Spectrogram 1	1	12459.212982178	12463.530731201	67.0	226.0	0.1129	62	Too long
1317	Waveform 1	1	12469.937713623	12470.216278076	67.0	226.0	1.0000	4	Too short
1317	Spectrogram 1	1	12469.937713623	12470.216278076	67.0	226.0	1.0000	4	Too short
1318	Waveform 1	1	12482.751678467	12484.283782959	67.0	226.0	0.1818	22	Detection
1318	Spectrogram 1	1	12482.751678467	12484.283782959	67.0	226.0	0.1818	22	Detection
1319	Waveform 1	1	12488.253326416	12488.322967529	67.0	226.0	1.0000	1	Too short
1319	Spectrogram 1	1	12488.253326416	12488.322967529	67.0	226.0	1.0000	1	Too short
1320	Waveform 1	1	12492.431793213	12495.565643311	67.0	226.0	0.0667	45	Too long
1320	Spectrogram 1	1	12492.431793213	12495.565643311	67.0	226.0	0.0667	45	Too long
1321	Waveform 1	1	12502.251190186	12502.320831299	67.0	226.0	1.0000	1	Too short
1321	Spectrogram 1	1	12502.251190186	12502.320831299	67.0	226.0	1.0000	1	Too short
1322	Waveform 1	1	12505.385040283	12505.524322510	67.0	226.0	1.0000	2	Too short
1322	Spectrogram 1	1	12505.385040283	12505.524322510	67.0	226.0	1.0000	2	Too short
1323	Waveform 1	1	12508.588531494	12508.797454834	67.0	226.0	1.0000	3	Too short
1323	Spectrogram 1	1	12508.588531494	12508.797454834	67.0	226.0	1.0000	3	Too short
1324	Waveform 1	1	12516.457977295	12517.990081787	67.0	226.0	0.2727	22	Detection
1324	Spectrogram 1	1	12516.457977295	12517.990081787	67.0	226.0	0.2727	22	Detection
1325	Waveform 1	1	12527.530914307	12529.968353271	67.0	226.0	0.1143	35	Too long
1325	Spectrogram 1	1	12527.530914307	12529.968353271	67.0	226.0	0.1143	35	Too long
1326	Waveform 1	1	12533.311126709	12533.450408936	67.0	226.0	1.0000	2	Too short
1326	Spectrogram 1	1	12533.311126709	12533.450408936	67.0	226.0	1.0000	2	Too short
1327	Waveform 1	1	12536.584259033	12536.862823486	67.0	226.0	1.0000	4	Too short
1327	Spectrogram 1	1	12536.584259033	12536.862823486	67.0	226.0	1.0000	4	Too short
1328	Waveform 1	1	12543.618011475	12543.757293701	67.0	226.0	1.0000	2	Too short
1328	Spectrogram 1	1	12543.618011475	12543.757293701	67.0	226.0	1.0000	2	Too short
1329	Waveform 1	1	12549.955352783	12550.094635010	67.0	226.0	1.0000	2	Too short
1329	Spectrogram 1	1	12549.955352783	12550.094635010	67.0	226.0	1.0000	2	Too short
1330	Waveform 1	1	12553.924896240	12557.964080811	67.0	226.0	0.0862	58	Too long
1330	Spectrogram 1	1	12553.924896240	12557.964080811	67.0	226.0	0.0862	58	Too long
1331	Waveform 1	1	12563.674652100	12564.858551025	67.0	226.0	0.1765	17	Detection
1331	Spectrogram 1	1	12563.674652100	12564.858551025	67.0	226.0	0.1765	17	Detection
1332	Waveform 1	1	12576.349334717	12576.488616943	67.0	226.0	1.0000	2	Too short
1332	Spectrogram 1	1	12576.349334717	12576.488616943	67.0	226.0	1.0000	2	Too short
1333	Waveform 1	1	12583.174163818	12583.313446045	67.0	226.0	1.0000	2	Too short
1333	Spectrogram 1	1	12583.174163818	12583.313446045	67.0	226.0	1.0000	2	Too short
1334	Waveform 1	1	12587.631195068	12588.188323975	67.0	226.0	0.5000	8	Detection
1334	Spectrogram 1	1	12587.631195068	12588.188323975	67.0	226.0	0.5000	8	Detection
1335	Waveform 1	1	12591.740020752	12594.107818604	67.0	226.0	0.2059	34	Too long
1335	Spectrogram 1	1	12591.740020752	12594.107818604	67.0	226.0	0.2059	34	Too long
1336	Waveform 1	1	12599.330902100	12599.400543213	67.0	226.0	1.0000	1	Too short
1336	Spectrogram 1	1	12599.330902100	12599.400543213	67.0	226.0	1.0000	1	Too short
1337	Waveform 1	1	12606.852142334	12609.916351318	67.0	226.0	0.0455	44	Too long
1337	Spectrogram 1	1	12606.852142334	12609.916351318	67.0	226.0	0.0455	44	Too long
1338	Waveform 1	1	12619.317901611	12619.387542725	67.0	226.0	1.0000	1	Too short
1338	Spectrogram 1	1	12619.317901611	12619.387542725	67.0	226.0	1.0000	1	Too short
1339	Waveform 1	1	12625.098114014	12626.003448486	67.0	226.0	0.2308	13	Detection
1339	Spectrogram 1	1	12625.098114014	12626.003448486	67.0	226.0	0.2308	13	Detection
1340	Waveform 1	1	12632.480072021	12636.797821045	67.0	226.0	0.0806	62	Too long
1340	Spectrogram 1	1	12632.480072021	12636.797821045	67.0	226.0	0.0806	62	Too long
1341	Waveform 1	1	12641.394134521	12644.249420166	67.0	226.0	0.0732	41	Too long
1341	Spectrogram 1	1	12641.394134521	12644.249420166	67.0	226.0	0.0732	41	Too long
1342	Waveform 1	1	12656.088409424	12656.158050537	67.0	226.0	1.0000	1	Too short
1342	Spectrogram 1	1	12656.088409424	12656.158050537	67.0	226.0	1.0000	1	Too short
1343	Waveform 1	1	12660.127593994	12664.514984131	67.0	226.0	0.0476	63	Too long
1343	Spectrogram 1	1	12660.127593994	12664.514984131	67.0	226.0	0.0476	63	Too long
1344	Waveform 1	1	12668.484527588	12668.832733154	67.0	226.0	0.6000	5	Too short
1344	Spectrogram 1	1	12668.484527588	12668.832733154	67.0	226.0	0.6000	5	Too short
1345	Waveform 1	1	12676.562896729	12685.546600342	67.0	226.0	0.0388	129	Too long
1345	Spectrogram 1	1	12676.562896729	12685.546600342	67.0	226.0	0.0388	129	Too long
1346	Waveform 1	1	12689.098297119	12689.167938232	67.0	226.0	1.0000	1	Too short
1346	Spectrogram 1	1	12689.098297119	12689.167938232	67.0	226.0	1.0000	1	Too short
1347	Waveform 1	1	12698.151641846	12698.499847412	67.0	226.0	0.6000	5	Too short
1347	Spectrogram 1	1	12698.151641846	12698.499847412	67.0	226.0	0.6000	5	Too short
1348	Waveform 1	1	12704.906829834	12704.976470947	67.0	226.0	1.0000	1	Too short
1348	Spectrogram 1	1	12704.906829834	12704.976470947	67.0	226.0	1.0000	1	Too short
1349	Waveform 1	1	12711.662017822	12714.378021240	67.0	226.0	0.0513	39	Too long
1349	Spectrogram 1	1	12711.662017822	12714.378021240	67.0	226.0	0.0513	39	Too long
1350	Waveform 1	1	12737.429229736	12737.498870850	67.0	226.0	1.0000	1	Too short
1350	Spectrogram 1	1	12737.429229736	12737.498870850	67.0	226.0	1.0000	1	Too short
1351	Waveform 1	1	12748.014678955	12748.084320068	67.0	226.0	1.0000	1	Too short
1351	Spectrogram 1	1	12748.014678955	12748.084320068	67.0	226.0	1.0000	1	Too short
1352	Waveform 1	1	12760.619720459	12761.525054932	67.0	226.0	0.2308	13	Detection
1352	Spectrogram 1	1	12760.619720459	12761.525054932	67.0	226.0	0.2308	13	Detection
1353	Waveform 1	1	12773.503326416	12779.701385498	67.0	226.0	0.0899	89	Too long
1353	Spectrogram 1	1	12773.503326416	12779.701385498	67.0	226.0	0.0899	89	Too long
1354	Waveform 1	1	12783.322723389	12783.462005615	67.0	226.0	1.0000	2	Too short
1354	Spectrogram 1	1	12783.322723389	12783.462005615	67.0	226.0	1.0000	2	Too short
1355	Waveform 1	1	12798.922332764	12798.991973877	67.0	226.0	1.0000	1	Too short
1355	Spectrogram 1	1	12798.922332764	12798.991973877	67.0	226.0	1.0000	1	Too short
1356	Waveform 1	1	12801.986541748	12803.866851807	67.0	226.0	0.2593	27	Too long
1356	Spectrogram 1	1	12801.986541748	12803.866851807	67.0	226.0	0.2593	27	Too long
1357	Waveform 1	1	12823.784210205	12823.853851318	67.0	226.0	1.0000	1	Too short
1357	Spectrogram 1	1	12823.784210205	12823.853851318	67.0	226.0	1.0000	1	Too short
1358	Waveform 1	1	12832.558990479	12832.976837158	67.0	226.0	0.3333	6	Too short
1358	Spectrogram 1	1	12832.558990479	12832.976837158	67.0	226.0	0.3333	6	Too short
1359	Waveform 1	1	12843.005157471	12843.074798584	67.0	226.0	1.0000	1	Too short
1359	Spectrogram 1	1	12843.005157471	12843.074798584	67.0	226.0	1.0000	1	Too short
1360	Waveform 1	1	12848.924652100	12848.994293213	67.0	226.0	1.0000	1	Too short
1360	Spectrogram 1	1	12848.924652100	12848.994293213	67.0	226.0	1.0000	1	Too short
1361	Waveform 1	1	12857.560150146	12858.813690186	67.0	226.0	0.2778	18	Detection
1361	Spectrogram 1	1	12857.560150146	12858.813690186	67.0	226.0	0.2778	18	Detection
1362	Waveform 1	1	12865.290313721	12866.892059326	67.0	226.0	0.0870	23	Too sparse
1362	Spectrogram 1	1	12865.290313721	12866.892059326	67.0	226.0	0.0870	23	Too sparse
1363	Waveform 1	1	12873.229400635	12873.368682861	67.0	226.0	1.0000	2	Too short
1363	Spectrogram 1	1	12873.229400635	12873.368682861	67.0	226.0	1.0000	2	Too short
1364	Waveform 1	1	12877.686431885	12878.661407471	67.0	226.0	0.4286	14	Detection
1364	Spectrogram 1	1	12877.686431885	12878.661407471	67.0	226.0	0.4286	14	Detection
1365	Waveform 1	1	12883.675567627	12883.745208740	67.0	226.0	1.0000	1	Too short
1365	Spectrogram 1	1	12883.675567627	12883.745208740	67.0	226.0	1.0000	1	Too short
1366	Waveform 1	1	12897.185943604	12900.041229248	67.0	226.0	0.0488	41	Too long
1366	Spectrogram 1	1	12897.185943604	12900.041229248	67.0	226.0	0.0488	41	Too long
1367	Waveform 1	1	12907.701751709	12908.049957275	67.0	226.0	0.4000	5	Too short
1367	Spectrogram 1	1	12907.701751709	12908.049957275	67.0	226.0	0.4000	5	Too short
1368	Waveform 1	1	12920.237152100	12922.465667725	67.0	226.0	0.1250	32	Too long
1368	Spectrogram 1	1	12920.237152100	12922.465667725	67.0	226.0	0.1250	32	Too long
